0,0.034499999999999975 
1,-0.2661 
2,0 
3,0.38970000000000005 
4,0.15771384000000002 
5,0.369 
6,0 
7,-0.11816263000000002 
8,0.14549999999999996 
9,0 
10,0.10748309999999998 
11,-0.4590787105560001 
12,-0.07180984000000006 
13,0 
14,0 
15,0 
16,0.08298752999999999 
17,-0.21266647999999996 
18,0 
19,0 
20,0 
21,-0.09253704999999998 
22,0 
23,0 
24,-0.0938 
25,0 
26,0.1079 
27,0.16119222000000002 
28,0.06751214999999999 
29,0 
30,-0.2814 
31,0.30129700000000004 
32,0.011647120000000018 
33,-0.10500000000000004 
34,0.15142803159999998 
35,-0.18689416 
36,0 
37,0.0686 
38,0.07286967000000003 
39,0.3469 
40,-0.019891999999999983 
41,0 
42,0.60769625 
43,0.18417512000000003 
44,0 
45,0.09009999999999996 
46,-0.2761 
47,-0.14574965 
48,-0.40603902000000003 
49,0.1155 
50,0.22740000000000002 
51,0.1078 
52,0.1140112 
53,0.21277569000000002 
54,0.010009280000000008 
55,-0.09942704000000004 
56,0 
57,-0.10748310000000001 
58,0 
59,0.0691 
60,0 
61,0 
62,0 
63,0.11659999999999998 
64,0.06318757 
65,-0.2911074600000001 
66,0.244 
67,0.3888 
68,0.11668890000000003 
69,-0.2896 
70,0 
71,-0.2302 
72,-0.34459340000000005 
73,0 
74,0 
75,0 
76,0.36000933999999996 
77,0 
78,0 
79,-0.005199999999999982 
80,-0.1348 
81,0.2826 
82,0.23776599999999998 
83,0 
84,0 
85,0.197369073942 
86,-0.1298096 
87,-0.20557828000000006 
88,0 
89,0.05156296 
90,0.17090436000000003 
91,0 
92,0 
93,-0.16091549184 
94,-0.11680662000000003 
95,0 
96,0.010123000000000012 
97,-0.15680000000000005 
98,0.17420000000000002 
99,-0.08439999999999998 
